,schedule_date,Season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,Team,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,point_diff,spread_favorite_covered
10808,2/3/2013,2012,Superbowl,True,SF,31,34,BAL,,,48,Mercedes-Benz Superdome,True,72.0,0.0,,indoor,-3,False
10809,9/5/2013,2013,1,False,DEN,49,27,BAL,,,49.5,Sports Authority Field at Mile High,False,83.0,7.0,30.0,,22,False
10810,9/8/2013,2013,1,False,BUF,21,23,NE,,,51.5,Ralph Wilson Stadium,False,65.0,6.0,55.0,,-2,False
10811,9/8/2013,2013,1,False,CAR,7,12,SEA,,,45,Bank of America Stadium,False,87.0,7.0,48.0,,-5,False
10812,9/8/2013,2013,1,False,CHI,24,21,CIN,,,42,Soldier Field,False,77.0,13.0,79.0,,3,False
10813,9/8/2013,2013,1,False,CLE,10,23,MIA,,,40.5,FirstEnergy Stadium,False,72.0,16.0,80.0,,-13,False
10814,9/8/2013,2013,1,False,DAL,36,31,NYG,,,50,Cowboys Stadium,False,72.0,0.0,,indoor,5,False
10815,9/8/2013,2013,1,False,DET,34,24,MIN,,,47.5,Ford Field,False,72.0,0.0,,indoor,10,False
10816,9/8/2013,2013,1,False,IND,21,17,OAK,,,45.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,4,False
10817,9/8/2013,2013,1,False,JAX,2,28,KC,,,43,EverBank Field,False,87.0,10.0,55.0,,-26,False
10818,9/8/2013,2013,1,False,NO,23,17,ATL,,,56,Louisiana Superdome,False,72.0,0.0,,indoor,6,False
10819,9/8/2013,2013,1,False,NYJ,18,17,TB,,,39,MetLife Stadium,False,82.0,9.0,50.0,,1,False
10820,9/8/2013,2013,1,False,PIT,9,16,TEN,,,42,Heinz Field,False,74.0,9.0,76.0,,-7,False
10821,9/8/2013,2013,1,False,SF,34,28,GB,,,48.5,Candlestick Park,False,69.0,6.0,67.0,,6,False
10822,9/8/2013,2013,1,False,STL,27,24,ARI,,,41.5,Edward Jones Dome,False,72.0,0.0,,indoor,3,False
10823,9/9/2013,2013,1,False,SD,28,31,HOU,,,45.5,Qualcomm Stadium,False,70.0,3.0,73.0,,-3,False
10824,9/9/2013,2013,1,False,Washington Redskins,27,33,PHI,,,53.5,FedEx Field,False,80.0,9.0,52.0,,-6,False
10825,9/12/2013,2013,2,False,NE,13,10,NYJ,,,43.5,Gillette Stadium,False,72.0,8.0,89.0,rain | fog,3,False
10826,9/15/2013,2013,2,False,ARI,25,21,DET,,,48.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,4,False
10827,9/15/2013,2013,2,False,ATL,31,24,STL,,,47.5,Georgia Dome,False,72.0,0.0,,indoor,7,False
10828,9/15/2013,2013,2,False,BAL,14,6,CLE,,,44,M&T Bank Stadium,False,78.0,6.0,37.0,,8,False
10829,9/15/2013,2013,2,False,BUF,24,23,CAR,,,43.5,Ralph Wilson Stadium,False,66.0,10.0,59.0,,1,False
10830,9/15/2013,2013,2,False,CHI,31,30,MIN,,,42,Soldier Field,False,62.0,6.0,76.0,rain,1,False
10831,9/15/2013,2013,2,False,GB,38,20,Washington Redskins,,,50,Lambeau Field,False,62.0,4.0,100.0,rain,18,False
10832,9/15/2013,2013,2,False,HOU,30,24,TEN,,,43,Reliant Stadium,False,91.0,9.0,54.0,retractable (open roof),6,False
10833,9/15/2013,2013,2,False,IND,20,24,MIA,,,44,Lucas Oil Stadium,False,72.0,0.0,,indoor,-4,False
10834,9/15/2013,2013,2,False,KC,17,16,DAL,,,46,Arrowhead Stadium,False,79.0,6.0,69.0,,1,False
10835,9/15/2013,2013,2,False,NYG,23,41,DEN,,,55.5,MetLife Stadium,False,70.0,3.0,33.0,,-18,False
10836,9/15/2013,2013,2,False,OAK,19,9,JAX,,,40,Oakland Coliseum,False,76.0,9.0,52.0,,10,False
10837,9/15/2013,2013,2,False,PHI,30,33,SD,,,54,Lincoln Financial Field,False,72.0,7.0,40.0,,-3,False
10838,9/15/2013,2013,2,False,SEA,29,3,SF,,,44.5,CenturyLink Field,False,64.0,6.0,81.0,rain,26,False
10839,9/15/2013,2013,2,False,TB,14,16,NO,,,48.5,Raymond James Stadium,False,93.0,8.0,47.0,,-2,False
10840,9/16/2013,2013,2,False,CIN,20,10,PIT,,,41,Paul Brown Stadium,False,62.0,5.0,75.0,,10,False
10841,9/19/2013,2013,3,False,PHI,16,26,KC,,,51,Lincoln Financial Field,False,73.0,5.0,43.0,,-10,False
10842,9/22/2013,2013,3,False,BAL,30,9,HOU,,,44.5,M&T Bank Stadium,False,73.0,9.0,44.0,,21,False
10843,9/22/2013,2013,3,False,CAR,38,0,NYG,,,47,Bank of America Stadium,False,77.0,15.0,52.0,,38,False
10844,9/22/2013,2013,3,False,CIN,34,30,GB,,,50.5,Paul Brown Stadium,False,67.0,7.0,52.0,,4,False
10845,9/22/2013,2013,3,False,DAL,31,7,STL,,,47,Cowboys Stadium,False,72.0,0.0,,indoor,24,False
10846,9/22/2013,2013,3,False,MIA,27,23,ATL,,,46,Sun Life Stadium,False,89.0,8.0,58.0,,4,False
10847,9/22/2013,2013,3,False,MIN,27,31,CLE,,,40.5,Mall of America Field,False,72.0,0.0,,indoor,-4,False
10848,9/22/2013,2013,3,False,NE,23,3,TB,,,45,Gillette Stadium,False,72.0,9.0,72.0,,20,False
10849,9/22/2013,2013,3,False,NO,31,7,ARI,,,49.5,Louisiana Superdome,False,72.0,0.0,,indoor,24,False
10850,9/22/2013,2013,3,False,NYJ,27,20,BUF,,,41,MetLife Stadium,False,67.0,9.0,46.0,,7,False
10851,9/22/2013,2013,3,False,PIT,23,40,CHI,,,41,Heinz Field,False,56.0,5.0,72.0,,-17,False
10852,9/22/2013,2013,3,False,SF,7,27,IND,,,47,Candlestick Park,False,66.0,5.0,63.0,,-20,False
10853,9/22/2013,2013,3,False,SEA,45,17,JAX,,,39.5,CenturyLink Field,False,61.0,17.0,87.0,,28,False
10854,9/22/2013,2013,3,False,TEN,20,17,SD,,,43.5,Nissan Stadium,False,76.0,7.0,46.0,,3,False
10855,9/22/2013,2013,3,False,Washington Redskins,20,27,DET,,,49.5,FedEx Field,False,72.0,8.0,51.0,,-7,False
10856,9/23/2013,2013,3,False,DEN,37,21,OAK,,,50,Sports Authority Field at Mile High,False,64.0,16.0,28.0,,16,False
10857,9/26/2013,2013,4,False,STL,11,35,SF,,,43.5,Edward Jones Dome,False,72.0,0.0,,indoor,-24,False
10858,9/29/2013,2013,4,False,ATL,23,30,NE,,,50,Georgia Dome,False,72.0,0.0,,indoor,-7,False
10859,9/29/2013,2013,4,False,BUF,23,20,BAL,,,45,Ralph Wilson Stadium,False,74.0,8.0,57.0,,3,False
10860,9/29/2013,2013,4,False,CLE,17,6,CIN,,,42.5,FirstEnergy Stadium,False,73.0,9.0,67.0,,11,False
10861,9/29/2013,2013,4,False,DEN,52,20,PHI,,,59,Sports Authority Field at Mile High,False,76.0,8.0,16.0,,32,False
10862,9/29/2013,2013,4,False,DET,40,32,CHI,,,49.5,Ford Field,False,72.0,0.0,,indoor,8,False
10863,9/29/2013,2013,4,False,HOU,20,23,SEA,,,41,Reliant Stadium,False,82.0,9.0,90.0,retractable (open roof),-3,False
10864,9/29/2013,2013,4,False,JAX,3,37,IND,,,42.5,EverBank Field,False,80.0,12.0,65.0,,-34,False
10865,9/29/2013,2013,4,False,KC,31,7,NYG,,,44,Arrowhead Stadium,False,73.0,5.0,65.0,,24,False
10866,9/29/2013,2013,4,False,MIN,34,27,PIT,,,41.5,Wembley Stadium,True,54.0,11.0,86.0,,7,False
10867,9/29/2013,2013,4,False,OAK,14,24,Washington Redskins,,,46,Oakland Coliseum,False,77.0,5.0,52.0,,-10,False
10868,9/29/2013,2013,4,False,SD,30,21,DAL,,,48,Qualcomm Stadium,False,80.0,7.0,27.0,,9,False
10869,9/29/2013,2013,4,False,TB,10,13,ARI,,,40,Raymond James Stadium,False,84.0,7.0,55.0,,-3,False
10870,9/29/2013,2013,4,False,TEN,38,13,NYJ,,,40.5,Nissan Stadium,False,74.0,4.0,51.0,rain,25,False
10871,9/30/2013,2013,4,False,NO,38,17,MIA,,,49,Louisiana Superdome,False,72.0,0.0,,indoor,21,False
10872,10/3/2013,2013,5,False,CLE,37,24,BUF,,,41,FirstEnergy Stadium,False,75.0,8.0,73.0,rain,13,False
10873,10/6/2013,2013,5,False,ARI,22,6,CAR,,,42.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,16,False
10874,10/6/2013,2013,5,False,CHI,18,26,NO,,,51.5,Soldier Field,False,61.0,12.0,49.0,,-8,False
10875,10/6/2013,2013,5,False,CIN,13,6,NE,,,45.5,Paul Brown Stadium,False,74.0,7.0,93.0,,7,False
10876,10/6/2013,2013,5,False,DAL,48,51,DEN,,,57.5,Cowboys Stadium,False,72.0,0.0,,indoor,-3,False
10877,10/6/2013,2013,5,False,GB,22,9,DET,,,55,Lambeau Field,False,61.0,12.0,59.0,,13,False
10878,10/6/2013,2013,5,False,IND,34,28,SEA,,,44,Lucas Oil Stadium,False,72.0,0.0,,indoor,6,False
10879,10/6/2013,2013,5,False,MIA,23,26,BAL,,,43,Sun Life Stadium,False,87.0,6.0,56.0,,-3,False
10880,10/6/2013,2013,5,False,NYG,21,36,PHI,,,54,MetLife Stadium,False,69.0,9.0,100.0,fog,-15,False
10881,10/6/2013,2013,5,False,OAK,27,17,SD,,,47,Oakland Coliseum,False,70.0,2.0,,,10,False
10882,10/6/2013,2013,5,False,SF,34,3,HOU,,,44,Candlestick Park,False,76.0,9.0,40.0,,31,False
10883,10/6/2013,2013,5,False,STL,34,20,JAX,,,41,Edward Jones Dome,False,72.0,0.0,,indoor,14,False
10884,10/6/2013,2013,5,False,TEN,17,26,KC,,,38.5,Nissan Stadium,False,74.0,6.0,83.0,rain,-9,False
10885,10/7/2013,2013,5,False,ATL,28,30,NYJ,,,45,Georgia Dome,False,72.0,0.0,,indoor,-2,False
10886,10/10/2013,2013,6,False,CHI,27,21,NYG,,,48,Soldier Field,False,63.0,6.0,74.0,,6,False
10887,10/13/2013,2013,6,False,BAL,17,19,GB,,,48,M&T Bank Stadium,False,68.0,10.0,83.0,rain,-2,False
10888,10/13/2013,2013,6,False,BUF,24,27,CIN,,,41,Ralph Wilson Stadium,False,68.0,5.0,70.0,,-3,False
10889,10/13/2013,2013,6,False,CLE,17,31,DET,,,43.5,FirstEnergy Stadium,False,67.0,8.0,78.0,,-14,False
10890,10/13/2013,2013,6,False,DAL,31,16,Washington Redskins,,,51.5,Cowboys Stadium,False,72.0,0.0,,indoor,15,False
10891,10/13/2013,2013,6,False,DEN,35,19,JAX,,,52,Sports Authority Field at Mile High,False,59.0,7.0,53.0,,16,False
10892,10/13/2013,2013,6,False,HOU,13,38,STL,,,42.5,Reliant Stadium,False,76.0,5.0,94.0,retractable (open roof),-25,False
10893,10/13/2013,2013,6,False,KC,24,7,OAK,,,41.5,Arrowhead Stadium,False,70.0,7.0,41.0,,17,False
10894,10/13/2013,2013,6,False,MIN,10,35,CAR,,,44.5,Mall of America Field,False,72.0,0.0,,indoor,-25,False
10895,10/13/2013,2013,6,False,NE,30,27,NO,,,50,Gillette Stadium,False,59.0,7.0,57.0,,3,False
10896,10/13/2013,2013,6,False,NYJ,6,19,PIT,,,41,MetLife Stadium,False,65.0,10.0,68.0,,-13,False
10897,10/13/2013,2013,6,False,SF,32,20,ARI,,,41,Candlestick Park,False,67.0,5.0,55.0,,12,False
10898,10/13/2013,2013,6,False,SEA,20,13,TEN,,,41.5,CenturyLink Field,False,57.0,4.0,80.0,,7,False
10899,10/13/2013,2013,6,False,TB,20,31,PHI,,,44,Raymond James Stadium,False,84.0,4.0,42.0,,-11,False
10900,10/14/2013,2013,6,False,SD,19,9,IND,,,50.5,Qualcomm Stadium,False,69.0,3.0,69.0,,10,False
10901,10/17/2013,2013,7,False,ARI,22,34,SEA,,,41.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,-12,False
10902,10/20/2013,2013,7,False,ATL,31,23,TB,,,43,Georgia Dome,False,72.0,0.0,,indoor,8,False
10903,10/20/2013,2013,7,False,CAR,30,15,STL,,,42,Bank of America Stadium,False,68.0,4.0,42.0,,15,False
10904,10/20/2013,2013,7,False,DET,24,27,CIN,,,46,Ford Field,False,72.0,0.0,,indoor,-3,False
10905,10/20/2013,2013,7,False,GB,31,13,CLE,,,45,Lambeau Field,False,46.0,8.0,65.0,,18,False
10906,10/20/2013,2013,7,False,IND,39,33,DEN,,,55.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,6,False
10907,10/20/2013,2013,7,False,JAX,6,24,SD,,,44.5,EverBank Field,False,77.0,7.0,,,-18,False
10908,10/20/2013,2013,7,False,KC,17,16,HOU,,,39,Arrowhead Stadium,False,70.0,15.0,36.0,,1,False
10909,10/20/2013,2013,7,False,MIA,21,23,BUF,,,44.5,Sun Life Stadium,False,87.0,5.0,57.0,,-2,False
10910,10/20/2013,2013,7,False,NYJ,30,27,NE,,,43,MetLife Stadium,False,65.0,12.0,36.0,,3,False
10911,10/20/2013,2013,7,False,PHI,3,17,DAL,,,55,Lincoln Financial Field,False,62.0,13.0,39.0,,-14,False
10912,10/20/2013,2013,7,False,PIT,19,16,BAL,,,41,Heinz Field,False,57.0,7.0,49.0,,3,False
10913,10/20/2013,2013,7,False,TEN,17,31,SF,,,40.5,Nissan Stadium,False,68.0,4.0,32.0,,-14,False
10914,10/20/2013,2013,7,False,Washington Redskins,45,41,CHI,,,48,FedEx Field,False,62.0,8.0,39.0,,4,False
10915,10/21/2013,2013,7,False,NYG,23,7,MIN,,,47,MetLife Stadium,False,57.0,7.0,63.0,,16,False
10916,10/24/2013,2013,8,False,TB,13,31,CAR,,,38.5,Raymond James Stadium,False,70.0,5.0,53.0,,-18,False
10917,10/27/2013,2013,8,False,ARI,27,13,ATL,,,46.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,14,False
10918,10/27/2013,2013,8,False,CIN,49,9,NYJ,,,41.5,Paul Brown Stadium,False,57.0,3.0,45.0,,40,False
10919,10/27/2013,2013,8,False,DEN,45,21,Washington Redskins,,,58,Sports Authority Field at Mile High,False,69.0,8.0,14.0,,24,False
10920,10/27/2013,2013,8,False,DET,31,30,DAL,,,50.5,Ford Field,False,72.0,0.0,,indoor,1,False
10921,10/27/2013,2013,8,False,JAX,10,42,SF,,,40,Wembley Stadium,True,73.0,13.0,63.0,,-32,False
10922,10/27/2013,2013,8,False,KC,23,17,CLE,,,39,Arrowhead Stadium,False,61.0,9.0,46.0,,6,False
10923,10/27/2013,2013,8,False,MIN,31,44,GB,,,47,Mall of America Field,False,72.0,0.0,,indoor,-13,False
10924,10/27/2013,2013,8,False,NE,27,17,MIA,,,45,Gillette Stadium,False,53.0,14.0,45.0,,10,False
10925,10/27/2013,2013,8,False,NO,35,17,BUF,,,48,Louisiana Superdome,False,72.0,0.0,,indoor,18,False
10926,10/27/2013,2013,8,False,OAK,21,18,PIT,,,40.5,Oakland Coliseum,False,59.0,17.0,81.0,,3,False
10927,10/27/2013,2013,8,False,PHI,7,15,NYG,,,49.5,Lincoln Financial Field,False,58.0,13.0,40.0,,-8,False
10928,10/28/2013,2013,8,False,STL,9,14,SEA,,,43.5,Edward Jones Dome,False,72.0,0.0,,indoor,-5,False
10929,10/31/2013,2013,9,False,MIA,22,20,CIN,,,42,Sun Life Stadium,False,79.0,8.0,76.0,,2,False
10930,11/3/2013,2013,9,False,BUF,13,23,KC,,,41,Ralph Wilson Stadium,False,38.0,7.0,58.0,,-10,False
10931,11/3/2013,2013,9,False,CAR,34,10,ATL,,,47,Bank of America Stadium,False,62.0,12.0,41.0,,24,False
10932,11/3/2013,2013,9,False,CLE,24,18,BAL,,,42,FirstEnergy Stadium,False,46.0,9.0,54.0,,6,False
10933,11/3/2013,2013,9,False,DAL,27,23,MIN,,,50.5,Cowboys Stadium,False,72.0,0.0,,indoor,4,False
10934,11/3/2013,2013,9,False,HOU,24,27,IND,,,44,Reliant Stadium,False,60.0,8.0,78.0,retractable (open roof),-3,False
10935,11/3/2013,2013,9,False,NE,55,31,PIT,,,43,Gillette Stadium,False,44.0,6.0,44.0,,24,False
10936,11/3/2013,2013,9,False,NYJ,26,20,NO,,,46,MetLife Stadium,False,53.0,8.0,53.0,,6,False
10937,11/3/2013,2013,9,False,OAK,20,49,PHI,,,45.5,Oakland Coliseum,False,62.0,6.0,30.0,,-29,False
10938,11/3/2013,2013,9,False,SEA,27,24,TB,,,40.5,CenturyLink Field,False,52.0,4.0,68.0,,3,False
10939,11/3/2013,2013,9,False,STL,21,28,TEN,,,40.5,Edward Jones Dome,False,72.0,0.0,,indoor,-7,False
10940,11/3/2013,2013,9,False,Washington Redskins,30,24,SD,,,48.5,FedEx Field,False,57.0,20.0,41.0,,6,False
10941,11/4/2013,2013,9,False,GB,20,27,CHI,,,50.5,Lambeau Field,False,49.0,6.0,77.0,,-7,False
10942,11/7/2013,2013,10,False,MIN,34,27,Washington Redskins,,,48,Mall of America Field,False,72.0,0.0,,indoor,7,False
10943,11/10/2013,2013,10,False,ARI,27,24,HOU,,,42,University of Phoenix Stadium,False,72.0,0.0,,indoor,3,False
10944,11/10/2013,2013,10,False,ATL,10,33,SEA,,,47,Georgia Dome,False,72.0,0.0,,indoor,-23,False
10945,11/10/2013,2013,10,False,BAL,20,17,CIN,,,43.5,M&T Bank Stadium,False,62.0,17.0,36.0,,3,False
10946,11/10/2013,2013,10,False,CHI,19,21,DET,,,52,Soldier Field,False,47.0,6.0,51.0,,-2,False
10947,11/10/2013,2013,10,False,GB,13,27,PHI,,,47,Lambeau Field,False,46.0,9.0,48.0,,-14,False
10948,11/10/2013,2013,10,False,IND,8,38,STL,,,43,Lucas Oil Stadium,False,72.0,0.0,,indoor,-30,False
10949,11/10/2013,2013,10,False,NO,49,17,DAL,,,53.5,Louisiana Superdome,False,72.0,0.0,,indoor,32,False
10950,11/10/2013,2013,10,False,NYG,24,20,OAK,,,41,MetLife Stadium,False,53.0,14.0,71.0,rain,4,False
10951,11/10/2013,2013,10,False,PIT,23,10,BUF,,,43,Heinz Field,False,46.0,21.0,56.0,,13,False
10952,11/10/2013,2013,10,False,SD,20,28,DEN,,,57,Qualcomm Stadium,False,78.0,6.0,14.0,,-8,False
10953,11/10/2013,2013,10,False,SF,9,10,CAR,,,42.5,Candlestick Park,False,62.0,6.0,65.0,,-1,False
10954,11/10/2013,2013,10,False,TEN,27,29,JAX,,,42,Nissan Stadium,False,65.0,6.0,40.0,,-2,False
10955,11/11/2013,2013,10,False,TB,22,19,MIA,,,39.5,Raymond James Stadium,False,73.0,5.0,74.0,,3,False
10956,11/14/2013,2013,11,False,TEN,27,30,IND,,,42,Nissan Stadium,False,44.0,5.0,36.0,,-3,False
10957,11/17/2013,2013,11,False,BUF,37,14,NYJ,,,39.5,Ralph Wilson Stadium,False,62.0,17.0,71.0,,23,False
10958,11/17/2013,2013,11,False,CHI,23,20,BAL,,,41,Soldier Field,False,68.0,24.0,82.0,,3,False
10959,11/17/2013,2013,11,False,CIN,41,20,CLE,,,40,Paul Brown Stadium,False,64.0,7.0,92.0,,21,False
10960,11/17/2013,2013,11,False,DEN,27,17,KC,,,49,Sports Authority Field at Mile High,False,43.0,6.0,34.0,,10,False
10961,11/17/2013,2013,11,False,HOU,23,28,OAK,,,40.5,Reliant Stadium,False,85.0,3.0,75.0,retractable (open roof),-5,False
10962,11/17/2013,2013,11,False,JAX,14,27,ARI,,,40.5,EverBank Field,False,79.0,8.0,,,-13,False
10963,11/17/2013,2013,11,False,MIA,20,16,SD,,,44.5,Sun Life Stadium,False,81.0,8.0,67.0,,4,False
10964,11/17/2013,2013,11,False,NO,23,20,SF,,,49.5,Louisiana Superdome,False,72.0,0.0,,indoor,3,False
10965,11/17/2013,2013,11,False,NYG,27,13,GB,,,40.5,MetLife Stadium,False,61.0,2.0,100.0,fog,14,False
10966,11/17/2013,2013,11,False,PHI,24,16,Washington Redskins,,,54,Lincoln Financial Field,False,67.0,7.0,71.0,,8,False
10967,11/17/2013,2013,11,False,PIT,37,27,DET,,,45,Heinz Field,False,60.0,12.0,87.0,rain,10,False
10968,11/17/2013,2013,11,False,SEA,41,20,MIN,,,45,CenturyLink Field,False,50.0,5.0,81.0,,21,False
10969,11/17/2013,2013,11,False,TB,41,28,ATL,,,43.5,Raymond James Stadium,False,79.0,6.0,74.0,,13,False
10970,11/18/2013,2013,11,False,CAR,24,20,NE,,,45.5,Bank of America Stadium,False,59.0,8.0,35.0,,4,False
10971,11/21/2013,2013,12,False,ATL,13,17,NO,,,52.5,Georgia Dome,False,72.0,0.0,,indoor,-4,False
10972,11/24/2013,2013,12,False,ARI,40,11,IND,,,44.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,29,False
10973,11/24/2013,2013,12,False,BAL,19,3,NYJ,,,38.5,M&T Bank Stadium,False,34.0,26.0,23.0,,16,False
10974,11/24/2013,2013,12,False,CLE,11,27,PIT,,,39,FirstEnergy Stadium,False,33.0,31.0,84.0,snow,-16,False
10975,11/24/2013,2013,12,False,DET,21,24,TB,,,48,Ford Field,False,72.0,0.0,,indoor,-3,False
10976,11/24/2013,2013,12,False,GB,26,26,MIN,,,44.5,Lambeau Field,False,20.0,10.0,52.0,,0,False
10977,11/24/2013,2013,12,False,HOU,6,13,JAX,,,43.5,Reliant Stadium,False,50.0,9.0,55.0,retractable (open roof),-7,False
10978,11/24/2013,2013,12,False,KC,38,41,SD,,,42.5,Arrowhead Stadium,False,28.0,4.0,50.0,,-3,False
10979,11/24/2013,2013,12,False,MIA,16,20,CAR,,,40.5,Sun Life Stadium,False,82.0,17.0,55.0,rain,-4,False
10980,11/24/2013,2013,12,False,NE,34,31,DEN,,,53,Gillette Stadium,False,23.0,22.0,29.0,,3,False
10981,11/24/2013,2013,12,False,NYG,21,24,DAL,,,44,MetLife Stadium,False,26.0,7.0,40.0,,-3,False
10982,11/24/2013,2013,12,False,OAK,19,23,TEN,,,42,Oakland Coliseum,False,59.0,5.0,56.0,,-4,False
10983,11/24/2013,2013,12,False,STL,42,21,CHI,,,45,Edward Jones Dome,False,72.0,0.0,,indoor,21,False
10984,11/25/2013,2013,12,False,Washington Redskins,6,27,SF,,,47,FedEx Field,False,35.0,8.0,37.0,,-21,False
10985,11/28/2013,2013,13,False,BAL,22,20,PIT,,,40.5,M&T Bank Stadium,False,37.0,2.0,39.0,,2,False
10986,11/28/2013,2013,13,False,DAL,31,24,OAK,,,48,Cowboys Stadium,False,72.0,0.0,,indoor,7,False
10987,11/28/2013,2013,13,False,DET,40,10,GB,,,48.5,Ford Field,False,72.0,0.0,,indoor,30,False
10988,12/1/2013,2013,13,False,BUF,31,34,ATL,,,48.5,Rogers Centre,True,72.0,0.0,,indoor,-3,False
10989,12/1/2013,2013,13,False,CAR,27,6,TB,,,40.5,Bank of America Stadium,False,57.0,5.0,55.0,,21,False
10990,12/1/2013,2013,13,False,CLE,28,32,JAX,,,39,FirstEnergy Stadium,False,44.0,8.0,61.0,,-4,False
10991,12/1/2013,2013,13,False,HOU,31,34,NE,,,47.5,Reliant Stadium,False,67.0,7.0,72.0,retractable (open roof),-3,False
10992,12/1/2013,2013,13,False,IND,22,14,TEN,,,46,Lucas Oil Stadium,False,72.0,0.0,,indoor,8,False
10993,12/1/2013,2013,13,False,KC,28,35,DEN,,,50,Arrowhead Stadium,False,55.0,4.0,47.0,,-7,False
10994,12/1/2013,2013,13,False,MIN,23,20,CHI,,,50.5,Mall of America Field,False,72.0,0.0,,indoor,3,False
10995,12/1/2013,2013,13,False,NYJ,3,23,MIA,,,40.5,MetLife Stadium,False,49.0,5.0,59.0,,-20,False
10996,12/1/2013,2013,13,False,PHI,24,21,ARI,,,48.5,Lincoln Financial Field,False,47.0,5.0,53.0,,3,False
10997,12/1/2013,2013,13,False,SD,10,17,CIN,,,48.5,Qualcomm Stadium,False,77.0,5.0,26.0,,-7,False
10998,12/1/2013,2013,13,False,SF,23,13,STL,,,40,Candlestick Park,False,66.0,6.0,72.0,fog,10,False
10999,12/1/2013,2013,13,False,Washington Redskins,17,24,NYG,,,44.5,FedEx Field,False,43.0,3.0,72.0,,-7,False
11000,12/2/2013,2013,13,False,SEA,34,7,NO,,,47.5,CenturyLink Field,False,42.0,6.0,62.0,,27,False
11001,12/5/2013,2013,14,False,JAX,27,20,HOU,,,43,EverBank Field,False,72.0,7.0,73.0,,7,False
11002,12/8/2013,2013,14,False,ARI,30,10,STL,,,41,University of Phoenix Stadium,False,72.0,0.0,,indoor,20,False
11003,12/8/2013,2013,14,False,BAL,29,26,MIN,,,41.5,M&T Bank Stadium,False,33.0,7.0,67.0,snow | Freezing rain,3,False
11004,12/8/2013,2013,14,False,CIN,42,28,IND,,,43.5,Paul Brown Stadium,False,28.0,7.0,85.0,,14,False
11005,12/8/2013,2013,14,False,DEN,51,28,TEN,,,49.5,Sports Authority Field at Mile High,False,19.0,7.0,63.0,,23,False
11006,12/8/2013,2013,14,False,GB,22,21,ATL,,,45,Lambeau Field,False,9.0,9.0,80.0,snow,1,False
11007,12/8/2013,2013,14,False,NE,27,26,CLE,,,47.5,Gillette Stadium,False,31.0,5.0,46.0,,1,False
11008,12/8/2013,2013,14,False,NO,31,13,CAR,,,46.5,Louisiana Superdome,False,72.0,0.0,,indoor,18,False
11009,12/8/2013,2013,14,False,NYJ,37,27,OAK,,,39.5,MetLife Stadium,False,34.0,6.0,51.0,,10,False
11010,12/8/2013,2013,14,False,PHI,34,20,DET,,,53.5,Lincoln Financial Field,False,27.0,7.0,56.0,snow | fog,14,False
11011,12/8/2013,2013,14,False,PIT,28,34,MIA,,,41,Heinz Field,False,26.0,9.0,73.0,snow | fog,-6,False
11012,12/8/2013,2013,14,False,SD,37,14,NYG,,,46.5,Qualcomm Stadium,False,53.0,8.0,53.0,,23,False
11013,12/8/2013,2013,14,False,SF,19,17,SEA,,,41,Candlestick Park,False,45.0,5.0,49.0,,2,False
11014,12/8/2013,2013,14,False,TB,27,6,BUF,,,42.5,Raymond James Stadium,False,83.0,13.0,62.0,,21,False
11015,12/8/2013,2013,14,False,Washington Redskins,10,45,KC,,,44.5,FedEx Field,False,30.0,5.0,79.0,rain,-35,False
11016,12/9/2013,2013,14,False,CHI,45,28,DAL,,,49.5,Soldier Field,False,8.0,9.0,63.0,,17,False
11017,12/12/2013,2013,15,False,DEN,20,27,SD,,,57,Sports Authority Field at Mile High,False,39.0,6.0,50.0,,-7,False
11018,12/15/2013,2013,15,False,ATL,27,26,Washington Redskins,,,49,Georgia Dome,False,72.0,0.0,,indoor,1,False
11019,12/15/2013,2013,15,False,CAR,30,20,NYJ,,,40.5,Bank of America Stadium,False,54.0,5.0,47.0,,10,False
11020,12/15/2013,2013,15,False,CLE,31,38,CHI,,,44,FirstEnergy Stadium,False,25.0,12.0,82.0,snow,-7,False
11021,12/15/2013,2013,15,False,DAL,36,37,GB,,,49.5,Cowboys Stadium,False,72.0,0.0,,indoor,-1,False
11022,12/15/2013,2013,15,False,IND,25,3,HOU,,,47,Lucas Oil Stadium,False,72.0,0.0,,indoor,22,False
11023,12/15/2013,2013,15,False,JAX,20,27,BUF,,,43.5,EverBank Field,False,66.0,8.0,,,-7,False
11024,12/15/2013,2013,15,False,MIA,24,20,NE,,,46.5,Sun Life Stadium,False,85.0,14.0,70.0,,4,False
11025,12/15/2013,2013,15,False,MIN,48,30,PHI,,,53,Mall of America Field,False,72.0,0.0,,indoor,18,False
11026,12/15/2013,2013,15,False,NYG,0,23,SEA,,,43,MetLife Stadium,False,40.0,7.0,88.0,,-23,False
