,schedule_date,Season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,Team,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,point_diff,spread_favorite_covered
10059,10/3/2010,2010,4,False,GB,28,26,DET,,,46,Lambeau Field,False,52.0,8.0,61.0,,2,False
10060,10/3/2010,2010,4,False,JAX,31,28,IND,,,46,EverBank Field,False,81.0,1.0,30.0,,3,False
10061,10/3/2010,2010,4,False,NO,16,14,CAR,,,44,Louisiana Superdome,False,72.0,0.0,,indoor,2,False
10062,10/3/2010,2010,4,False,NYG,17,3,CHI,,,44,MetLife Stadium,False,59.0,1.0,52.0,,14,False
10063,10/3/2010,2010,4,False,OAK,24,31,HOU,,,44,Oakland Coliseum,False,71.0,1.0,53.0,,-7,False
10064,10/3/2010,2010,4,False,PHI,12,17,Washington Redskins,,,43.5,Lincoln Financial Field,False,63.0,1.0,57.0,,-5,False
10065,10/3/2010,2010,4,False,PIT,14,17,BAL,,,34.5,Heinz Field,False,52.0,5.0,86.0,,-3,False
10066,10/3/2010,2010,4,False,SD,41,10,ARI,,,46.5,Qualcomm Stadium,False,72.0,8.0,67.0,,31,False
10067,10/3/2010,2010,4,False,STL,20,3,SEA,,,40,Edward Jones Dome,False,72.0,0.0,,indoor,17,False
10068,10/3/2010,2010,4,False,TEN,20,26,DEN,,,43.5,Nissan Stadium,False,54.0,1.0,67.0,,-6,False
10069,10/4/2010,2010,4,False,MIA,14,41,NE,,,48,Sun Life Stadium,False,81.0,1.0,60.0,,-27,False
10070,10/10/2010,2010,5,False,ARI,30,20,NO,,,45.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,10,False
10071,10/10/2010,2010,5,False,BAL,31,17,DEN,,,39.5,M&T Bank Stadium,False,70.0,6.0,40.0,,14,False
10072,10/10/2010,2010,5,False,BUF,26,36,JAX,,,41.5,Ralph Wilson Stadium,False,63.0,1.0,52.0,,-10,False
10073,10/10/2010,2010,5,False,CAR,6,23,CHI,,,33,Bank of America Stadium,False,81.0,2.0,29.0,,-17,False
10074,10/10/2010,2010,5,False,CIN,21,24,TB,,,38.5,Paul Brown Stadium,False,81.0,2.0,32.0,,-3,False
10075,10/10/2010,2010,5,False,CLE,10,20,ATL,,,41.5,FirstEnergy Stadium,False,66.0,9.0,,,-10,False
10076,10/10/2010,2010,5,False,DAL,27,34,TEN,,,43,Cowboys Stadium,False,72.0,0.0,,indoor,-7,False
10077,10/10/2010,2010,5,False,DET,44,6,STL,,,42.5,Ford Field,False,72.0,0.0,,indoor,38,False
10078,10/10/2010,2010,5,False,HOU,10,34,NYG,,,48.5,Reliant Stadium,False,79.0,6.0,,retractable (open roof),-24,False
10079,10/10/2010,2010,5,False,IND,19,9,KC,,,46.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,10,False
10080,10/10/2010,2010,5,False,OAK,35,27,SD,,,44,Oakland Coliseum,False,71.0,0.0,,,8,False
10081,10/10/2010,2010,5,False,SF,24,27,PHI,,,38.5,Candlestick Park,False,75.0,1.0,51.0,,-3,False
10082,10/10/2010,2010,5,False,Washington Redskins,16,13,GB,,,45.5,FedEx Field,False,72.0,0.0,46.0,,3,False
10083,10/11/2010,2010,5,False,NYJ,29,20,MIN,,,40,MetLife Stadium,False,72.0,1.0,56.0,,9,False
10084,10/17/2010,2010,6,False,CHI,20,23,SEA,,,38,Soldier Field,False,61.0,9.0,49.0,,-3,False
10085,10/17/2010,2010,6,False,DEN,20,24,NYJ,,,43,Sports Authority Field at Mile High,False,73.0,4.0,13.0,,-4,False
10086,10/17/2010,2010,6,False,GB,20,23,MIA,,,44,Lambeau Field,False,57.0,1.0,45.0,,-3,False
10087,10/17/2010,2010,6,False,HOU,35,31,KC,,,46,Reliant Stadium,False,78.0,3.0,,retractable (open roof),4,False
10088,10/17/2010,2010,6,False,MIN,24,21,DAL,,,44,Mall of America Field,False,72.0,0.0,,indoor,3,False
10089,10/17/2010,2010,6,False,NE,23,20,BAL,,,44.5,Gillette Stadium,False,57.0,14.0,,,3,False
10090,10/17/2010,2010,6,False,NYG,28,20,DET,,,45.5,MetLife Stadium,False,63.0,9.0,44.0,,8,False
10091,10/17/2010,2010,6,False,PHI,31,17,ATL,,,43,Lincoln Financial Field,False,66.0,1.0,45.0,,14,False
10092,10/17/2010,2010,6,False,PIT,28,10,CLE,,,37.5,Heinz Field,False,61.0,1.0,48.0,,18,False
10093,10/17/2010,2010,6,False,SF,17,9,OAK,,,41,Candlestick Park,False,59.0,1.0,72.0,,8,False
10094,10/17/2010,2010,6,False,STL,20,17,SD,,,45,Edward Jones Dome,False,72.0,0.0,,indoor,3,False
10095,10/17/2010,2010,6,False,TB,6,31,NO,,,44,Raymond James Stadium,False,81.0,9.0,48.0,,-25,False
10096,10/17/2010,2010,6,False,Washington Redskins,24,27,IND,,,45,FedEx Field,False,70.0,7.0,46.0,,-3,False
10097,10/18/2010,2010,6,False,JAX,3,30,TEN,,,43.5,EverBank Field,False,75.0,8.0,,,-27,False
10098,10/24/2010,2010,7,False,ATL,39,32,CIN,,,43,Georgia Dome,False,72.0,0.0,,indoor,7,False
10099,10/24/2010,2010,7,False,BAL,37,34,BUF,,,40,M&T Bank Stadium,False,72.0,5.0,52.0,,3,False
10100,10/24/2010,2010,7,False,CAR,23,20,SF,,,35.5,Bank of America Stadium,False,75.0,9.0,57.0,,3,False
10101,10/24/2010,2010,7,False,CHI,14,17,Washington Redskins,,,40,Soldier Field,False,67.0,1.0,65.0,,-3,False
10102,10/24/2010,2010,7,False,DEN,14,59,OAK,,,43,Sports Authority Field at Mile High,False,63.0,9.0,23.0,,-45,False
10103,10/24/2010,2010,7,False,GB,28,24,MIN,,,44.5,Lambeau Field,False,59.0,4.0,96.0,fog,4,False
10104,10/24/2010,2010,7,False,KC,42,20,JAX,,,39,Arrowhead Stadium,False,64.0,1.0,80.0,,22,False
10105,10/24/2010,2010,7,False,MIA,22,23,PIT,,,40.5,Sun Life Stadium,False,80.0,1.0,84.0,rain | fog,-1,False
10106,10/24/2010,2010,7,False,NO,17,30,CLE,,,44,Louisiana Superdome,False,72.0,0.0,,indoor,-13,False
10107,10/24/2010,2010,7,False,SD,20,23,NE,,,49.5,Qualcomm Stadium,False,69.0,7.0,68.0,,-3,False
10108,10/24/2010,2010,7,False,SEA,22,10,ARI,,,40.5,CenturyLink Field,False,52.0,12.0,,rain,12,False
10109,10/24/2010,2010,7,False,TB,18,17,STL,,,39,Raymond James Stadium,False,84.0,9.0,62.0,,1,False
10110,10/24/2010,2010,7,False,TEN,37,19,PHI,,,42,Nissan Stadium,False,78.0,2.0,39.0,,18,False
10111,10/25/2010,2010,7,False,DAL,35,41,NYG,,,45.5,Cowboys Stadium,False,86.0,2.0,,,-6,False
10112,10/31/2010,2010,8,False,ARI,35,38,TB,,,38,University of Phoenix Stadium,False,72.0,0.0,,indoor,-3,False
10113,10/31/2010,2010,8,False,CIN,14,22,MIA,,,44,Paul Brown Stadium,False,54.0,1.0,57.0,,-8,False
10114,10/31/2010,2010,8,False,DAL,17,35,JAX,,,44,Cowboys Stadium,False,72.0,0.0,,indoor,-18,False
10115,10/31/2010,2010,8,False,DET,37,25,Washington Redskins,,,45,Ford Field,False,72.0,0.0,,indoor,12,False
10116,10/31/2010,2010,8,False,KC,13,10,BUF,,,46,Arrowhead Stadium,False,51.0,1.0,60.0,,3,False
10117,10/31/2010,2010,8,False,NE,28,18,MIN,,,45,Gillette Stadium,False,52.0,16.0,,,10,False
10118,10/31/2010,2010,8,False,NO,20,10,PIT,,,45.5,Louisiana Superdome,False,72.0,0.0,,indoor,10,False
10119,10/31/2010,2010,8,False,NYJ,0,9,GB,,,42,MetLife Stadium,False,57.0,1.0,41.0,,-9,False
10120,10/31/2010,2010,8,False,OAK,33,3,SEA,,,40.5,Oakland Coliseum,False,66.0,5.0,60.0,,30,False
10121,10/31/2010,2010,8,False,SD,33,25,TEN,,,45,Qualcomm Stadium,False,65.0,1.0,65.0,,8,False
10122,10/31/2010,2010,8,False,SF,24,16,DEN,,,41.5,Wembley Stadium,True,54.0,6.0,,,8,False
10123,10/31/2010,2010,8,False,STL,20,10,CAR,,,37,Edward Jones Dome,False,72.0,0.0,,indoor,10,False
10124,11/1/2010,2010,8,False,IND,30,17,HOU,,,51,Lucas Oil Stadium,False,72.0,0.0,,indoor,13,False
10125,11/7/2010,2010,9,False,ATL,27,21,TB,,,45.5,Georgia Dome,False,72.0,0.0,,indoor,6,False
10126,11/7/2010,2010,9,False,BAL,26,10,MIA,,,41,M&T Bank Stadium,False,50.0,1.0,38.0,,16,False
10127,11/7/2010,2010,9,False,BUF,19,22,CHI,,,41.5,Rogers Centre,True,72.0,0.0,,indoor,-3,False
10128,11/7/2010,2010,9,False,CAR,3,34,NO,,,40.5,Bank of America Stadium,False,50.0,7.0,33.0,,-31,False
10129,11/7/2010,2010,9,False,CLE,34,14,NE,,,43.5,FirstEnergy Stadium,False,44.0,13.0,,,20,False
10130,11/7/2010,2010,9,False,DET,20,23,NYJ,,,42,Ford Field,False,72.0,0.0,,indoor,-3,False
10131,11/7/2010,2010,9,False,GB,45,7,DAL,,,45.5,Lambeau Field,False,43.0,3.0,62.0,,38,False
10132,11/7/2010,2010,9,False,HOU,23,29,SD,,,49.5,Reliant Stadium,False,64.0,8.0,,retractable (open roof),-6,False
10133,11/7/2010,2010,9,False,MIN,27,24,ARI,,,42.5,Mall of America Field,False,72.0,0.0,,indoor,3,False
10134,11/7/2010,2010,9,False,OAK,23,20,KC,,,41,Oakland Coliseum,False,63.0,9.0,82.0,rain | fog,3,False
10135,11/7/2010,2010,9,False,PHI,26,24,IND,,,47,Lincoln Financial Field,False,52.0,1.0,34.0,,2,False
10136,11/7/2010,2010,9,False,SEA,7,41,NYG,,,40.5,CenturyLink Field,False,56.0,15.0,,,-34,False
10137,11/8/2010,2010,9,False,CIN,21,27,PIT,,,41.5,Paul Brown Stadium,False,46.0,2.0,65.0,,-6,False
10138,11/11/2010,2010,10,False,ATL,26,21,BAL,,,44,Georgia Dome,False,72.0,0.0,,indoor,5,False
10139,11/14/2010,2010,10,False,ARI,18,36,SEA,,,41.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,-18,False
10140,11/14/2010,2010,10,False,BUF,14,12,DET,,,45,Ralph Wilson Stadium,False,58.0,1.0,36.0,,2,False
10141,11/14/2010,2010,10,False,CHI,27,13,MIN,,,41.5,Soldier Field,False,44.0,2.0,57.0,,14,False
10142,11/14/2010,2010,10,False,CLE,20,26,NYJ,,,37,FirstEnergy Stadium,False,46.0,1.0,77.0,,-6,False
10143,11/14/2010,2010,10,False,DEN,49,29,KC,,,44.5,Sports Authority Field at Mile High,False,43.0,6.0,34.0,,20,False
10144,11/14/2010,2010,10,False,IND,23,17,CIN,,,47,Lucas Oil Stadium,False,72.0,0.0,,indoor,6,False
10145,11/14/2010,2010,10,False,JAX,31,24,HOU,,,48.5,EverBank Field,False,70.0,5.0,50.0,,7,False
10146,11/14/2010,2010,10,False,MIA,29,17,TEN,,,43,Sun Life Stadium,False,80.0,9.0,46.0,,12,False
10147,11/14/2010,2010,10,False,NYG,20,33,DAL,,,46.5,MetLife Stadium,False,63.0,8.0,45.0,,-13,False
10148,11/14/2010,2010,10,False,PIT,26,39,NE,,,45,Heinz Field,False,50.0,8.0,86.0,rain,-13,False
10149,11/14/2010,2010,10,False,SF,23,20,STL,,,39,Candlestick Park,False,74.0,5.0,50.0,,3,False
10150,11/14/2010,2010,10,False,TB,31,16,CAR,,,37,Raymond James Stadium,False,75.0,7.0,57.0,,15,False
10151,11/15/2010,2010,10,False,Washington Redskins,28,59,PHI,,,43.5,FedEx Field,False,52.0,3.0,67.0,,-31,False
10152,11/18/2010,2010,11,False,MIA,0,16,CHI,,,40,Sun Life Stadium,False,80.0,8.0,77.0,,-16,False
10153,11/21/2010,2010,11,False,CAR,13,37,BAL,,,37,Bank of America Stadium,False,65.0,6.0,43.0,,-24,False
10154,11/21/2010,2010,11,False,CIN,31,49,BUF,,,41,Paul Brown Stadium,False,65.0,1.0,56.0,,-18,False
10155,11/21/2010,2010,11,False,DAL,35,19,DET,,,44.5,Cowboys Stadium,False,72.0,0.0,,indoor,16,False
10156,11/21/2010,2010,11,False,JAX,24,20,CLE,,,43,EverBank Field,False,76.0,8.0,47.0,,4,False
10157,11/21/2010,2010,11,False,KC,31,13,ARI,,,45,Arrowhead Stadium,False,66.0,2.0,65.0,,18,False
10158,11/21/2010,2010,11,False,MIN,3,31,GB,,,45,Mall of America Field,False,72.0,0.0,,indoor,-28,False
10159,11/21/2010,2010,11,False,NE,31,28,IND,,,50,Gillette Stadium,False,37.0,6.0,,,3,False
10160,11/21/2010,2010,11,False,NO,34,19,SEA,,,45,Louisiana Superdome,False,72.0,0.0,,indoor,15,False
10161,11/21/2010,2010,11,False,NYJ,30,27,HOU,,,46,MetLife Stadium,False,46.0,1.0,37.0,,3,False
10162,11/21/2010,2010,11,False,PHI,27,17,NYG,,,48,Lincoln Financial Field,False,45.0,7.0,68.0,,10,False
10163,11/21/2010,2010,11,False,PIT,35,3,OAK,,,41,Heinz Field,False,57.0,9.0,62.0,,32,False
10164,11/21/2010,2010,11,False,SF,0,21,TB,,,41.5,Candlestick Park,False,54.0,2.0,65.0,,-21,False
10165,11/21/2010,2010,11,False,STL,17,34,ATL,,,43.5,Edward Jones Dome,False,72.0,0.0,,indoor,-17,False
10166,11/21/2010,2010,11,False,TEN,16,19,Washington Redskins,,,44.5,Nissan Stadium,False,66.0,1.0,53.0,,-3,False
10167,11/22/2010,2010,11,False,SD,35,14,DEN,,,50,Qualcomm Stadium,False,57.0,5.0,69.0,,21,False
10168,11/25/2010,2010,12,False,DAL,27,30,NO,,,49,Cowboys Stadium,False,72.0,0.0,,indoor,-3,False
10169,11/25/2010,2010,12,False,DET,24,45,NE,,,50.5,Ford Field,False,72.0,0.0,,indoor,-21,False
10170,11/25/2010,2010,12,False,NYJ,26,10,CIN,,,43.5,MetLife Stadium,False,39.0,6.0,87.0,,16,False
10171,11/28/2010,2010,12,False,ATL,20,17,GB,,,48,Georgia Dome,False,72.0,0.0,,indoor,3,False
10172,11/28/2010,2010,12,False,BAL,17,10,TB,,,41.5,M&T Bank Stadium,False,52.0,3.0,37.0,,7,False
10173,11/28/2010,2010,12,False,BUF,16,19,PIT,,,44,Ralph Wilson Stadium,False,36.0,1.0,78.0,,-3,False
10174,11/28/2010,2010,12,False,CHI,31,26,PHI,,,43,Soldier Field,False,45.0,1.0,57.0,,5,False
10175,11/28/2010,2010,12,False,CLE,24,23,CAR,,,37.5,FirstEnergy Stadium,False,37.0,5.0,,,1,False
10176,11/28/2010,2010,12,False,DEN,33,36,STL,,,45,Sports Authority Field at Mile High,False,45.0,1.0,23.0,,-3,False
10177,11/28/2010,2010,12,False,HOU,20,0,TEN,,,46.5,Reliant Stadium,False,62.0,5.0,,retractable (open roof),20,False
10178,11/28/2010,2010,12,False,IND,14,36,SD,,,51,Lucas Oil Stadium,False,72.0,0.0,,indoor,-22,False
10179,11/28/2010,2010,12,False,NYG,24,20,JAX,,,44,MetLife Stadium,False,43.0,6.0,43.0,,4,False
10180,11/28/2010,2010,12,False,OAK,17,33,MIA,,,38,Oakland Coliseum,False,54.0,1.0,49.0,,-16,False
10181,11/28/2010,2010,12,False,SEA,24,42,KC,,,45,CenturyLink Field,False,43.0,1.0,,,-18,False
10182,11/28/2010,2010,12,False,Washington Redskins,13,17,MIN,,,44,FedEx Field,False,47.0,5.0,44.0,,-4,False
10183,11/29/2010,2010,12,False,ARI,6,27,SF,,,42,University of Phoenix Stadium,False,72.0,0.0,,indoor,-21,False
10184,12/2/2010,2010,13,False,PHI,34,24,HOU,,,49.5,Lincoln Financial Field,False,37.0,5.0,55.0,,10,False
10185,12/5/2010,2010,13,False,ARI,6,19,STL,,,44,University of Phoenix Stadium,False,72.0,0.0,,indoor,-13,False
10186,12/5/2010,2010,13,False,BAL,10,13,PIT,,,39,M&T Bank Stadium,False,35.0,0.0,48.0,,-3,False
10187,12/5/2010,2010,13,False,CIN,30,34,NO,,,45.5,Paul Brown Stadium,False,32.0,1.0,68.0,,-4,False
10188,12/5/2010,2010,13,False,DET,20,24,CHI,,,43.5,Ford Field,False,72.0,0.0,,indoor,-4,False
10189,12/5/2010,2010,13,False,GB,34,16,SF,,,41,Lambeau Field,False,26.0,1.0,60.0,,18,False
10190,12/5/2010,2010,13,False,IND,35,38,DAL,,,48,Lucas Oil Stadium,False,72.0,0.0,,indoor,-3,False
10191,12/5/2010,2010,13,False,KC,10,6,DEN,,,48.5,Arrowhead Stadium,False,26.0,8.0,55.0,,4,False
10192,12/5/2010,2010,13,False,MIA,10,13,CLE,,,43.5,Sun Life Stadium,False,76.0,1.0,52.0,,-3,False
10193,12/5/2010,2010,13,False,MIN,38,14,BUF,,,44,Mall of America Field,False,72.0,0.0,,indoor,24,False
10194,12/5/2010,2010,13,False,NYG,31,7,Washington Redskins,,,43,MetLife Stadium,False,34.0,1.0,51.0,,24,False
10195,12/5/2010,2010,13,False,SD,13,28,OAK,,,44.5,Qualcomm Stadium,False,67.0,5.0,39.0,,-15,False
10196,12/5/2010,2010,13,False,SEA,31,14,CAR,,,40,CenturyLink Field,False,48.0,6.0,,,17,False
10197,12/5/2010,2010,13,False,TB,24,28,ATL,,,43.5,Raymond James Stadium,False,72.0,9.0,53.0,,-4,False
10198,12/5/2010,2010,13,False,TEN,6,17,JAX,,,43.5,Nissan Stadium,False,35.0,1.0,70.0,,-11,False
10199,12/6/2010,2010,13,False,NE,45,3,NYJ,,,44.5,Gillette Stadium,False,28.0,16.0,,,42,False
10200,12/9/2010,2010,14,False,TEN,28,30,IND,,,44,Nissan Stadium,False,41.0,6.0,46.0,,-2,False
10201,12/12/2010,2010,14,False,ARI,43,13,DEN,,,44,University of Phoenix Stadium,False,72.0,0.0,,indoor,30,False
10202,12/12/2010,2010,14,False,BUF,13,6,CLE,,,39,Ralph Wilson Stadium,False,36.0,6.0,95.0,rain | fog,7,False
10203,12/12/2010,2010,14,False,CAR,10,31,ATL,,,41,Bank of America Stadium,False,47.0,1.0,94.0,,-21,False
10204,12/12/2010,2010,14,False,CHI,7,36,NE,,,37,Soldier Field,False,27.0,3.0,81.0,snow,-29,False
10205,12/12/2010,2010,14,False,DAL,27,30,PHI,,,51,Cowboys Stadium,False,72.0,0.0,,indoor,-3,False
10206,12/12/2010,2010,14,False,DET,7,3,GB,,,46,Ford Field,False,72.0,0.0,,indoor,4,False
10207,12/12/2010,2010,14,False,JAX,38,31,OAK,,,41.5,EverBank Field,False,54.0,1.0,86.0,rain,7,False
10208,12/12/2010,2010,14,False,NO,31,13,STL,,,47,Louisiana Superdome,False,72.0,0.0,,indoor,18,False
10209,12/12/2010,2010,14,False,NYJ,6,10,MIA,,,38,MetLife Stadium,False,54.0,8.0,83.0,,-4,False
10210,12/12/2010,2010,14,False,PIT,23,7,CIN,,,39.5,Heinz Field,False,41.0,8.0,89.0,rain,16,False
10211,12/12/2010,2010,14,False,SD,31,0,KC,,,45.5,Qualcomm Stadium,False,86.0,5.0,22.0,,31,False
10212,12/12/2010,2010,14,False,SF,40,21,SEA,,,43,Candlestick Park,False,55.0,3.0,90.0,fog,19,False
10213,12/12/2010,2010,14,False,Washington Redskins,16,17,TB,,,41.5,FedEx Field,False,43.0,5.0,96.0,,-1,False
10214,12/13/2010,2010,14,False,HOU,28,34,BAL,,,47,Reliant Stadium,False,72.0,0.0,,indoor,-6,False
10215,12/13/2010,2010,14,False,MIN,3,21,NYG,,,44,Ford Field,True,72.0,0.0,,indoor,-18,False
10216,12/16/2010,2010,15,False,SD,34,7,SF,,,45,Qualcomm Stadium,False,59.0,7.0,69.0,,27,False
10217,12/19/2010,2010,15,False,BAL,30,24,NO,,,44.5,M&T Bank Stadium,False,34.0,1.0,40.0,,6,False
10218,12/19/2010,2010,15,False,CAR,19,12,ARI,,,37.5,Bank of America Stadium,False,42.0,6.0,57.0,,7,False
10219,12/19/2010,2010,15,False,CIN,19,17,CLE,,,41,Paul Brown Stadium,False,28.0,8.0,59.0,,2,False
10220,12/19/2010,2010,15,False,DAL,33,30,Washington Redskins,,,44.5,Cowboys Stadium,False,51.0,0.0,,,3,False
10221,12/19/2010,2010,15,False,IND,34,24,JAX,,,48,Lucas Oil Stadium,False,72.0,0.0,,indoor,10,False
10222,12/19/2010,2010,15,False,MIA,14,17,BUF,,,40,Sun Life Stadium,False,67.0,1.0,74.0,,-3,False
10223,12/19/2010,2010,15,False,NE,31,27,GB,,,43.5,Gillette Stadium,False,32.0,8.0,,,4,False
10224,12/19/2010,2010,15,False,NYG,31,38,PHI,,,47,MetLife Stadium,False,33.0,6.0,58.0,,-7,False
10225,12/19/2010,2010,15,False,OAK,39,23,DEN,,,42,Oakland Coliseum,False,55.0,0.0,,rain,16,False
10226,12/19/2010,2010,15,False,PIT,17,22,NYJ,,,35.5,Heinz Field,False,25.0,9.0,62.0,,-5,False
10227,12/19/2010,2010,15,False,SEA,18,34,ATL,,,46.5,CenturyLink Field,False,45.0,2.0,,,-16,False
10228,12/19/2010,2010,15,False,STL,13,27,KC,,,42.5,Edward Jones Dome,False,72.0,0.0,,indoor,-14,False
10229,12/19/2010,2010,15,False,TB,20,23,DET,,,43,Raymond James Stadium,False,54.0,1.0,96.0,,-3,False
10230,12/19/2010,2010,15,False,TEN,31,17,HOU,,,47,Nissan Stadium,False,36.0,4.0,56.0,,14,False
10231,12/20/2010,2010,15,False,MIN,14,40,CHI,,,33,TCF Bank Stadium,False,23.0,1.0,,snow | fog,-26,False
10232,12/23/2010,2010,16,False,PIT,27,3,CAR,,,38,Heinz Field,False,27.0,1.0,70.0,,24,False
10233,12/25/2010,2010,16,False,ARI,27,26,DAL,,,45,University of Phoenix Stadium,False,72.0,0.0,,indoor,1,False
10234,12/26/2010,2010,16,False,BUF,3,34,NE,,,45.5,Ralph Wilson Stadium,False,22.0,1.0,69.0,snow,-31,False
10235,12/26/2010,2010,16,False,CHI,38,34,NYJ,,,36,Soldier Field,False,33.0,9.0,85.0,,4,False
10236,12/26/2010,2010,16,False,CIN,34,20,SD,,,43.5,Paul Brown Stadium,False,30.0,1.0,62.0,,14,False
10237,12/26/2010,2010,16,False,CLE,10,20,BAL,,,40,FirstEnergy Stadium,False,26.0,1.0,73.0,,-10,False
10238,12/26/2010,2010,16,False,DEN,24,23,HOU,,,49.5,Sports Authority Field at Mile High,False,50.0,7.0,18.0,,1,False
10239,12/26/2010,2010,16,False,GB,45,17,NYG,,,43,Lambeau Field,False,26.0,5.0,74.0,,28,False
10240,12/26/2010,2010,16,False,JAX,17,20,Washington Redskins,,,45,EverBank Field,False,38.0,0.0,64.0,,-3,False
10241,12/26/2010,2010,16,False,KC,34,14,TEN,,,42.5,Arrowhead Stadium,False,19.0,7.0,77.0,,20,False
10242,12/26/2010,2010,16,False,MIA,27,34,DET,,,41,Sun Life Stadium,False,69.0,2.0,47.0,,-7,False
10243,12/26/2010,2010,16,False,OAK,26,31,IND,,,47.5,Oakland Coliseum,False,58.0,5.0,65.0,,-5,False
10244,12/26/2010,2010,16,False,STL,25,17,SF,,,40,Edward Jones Dome,False,72.0,0.0,,indoor,8,False
10245,12/26/2010,2010,16,False,TB,38,15,SEA,,,43.5,Raymond James Stadium,False,51.0,1.0,56.0,,23,False
10246,12/27/2010,2010,16,False,ATL,14,17,NO,,,49.5,Georgia Dome,False,72.0,0.0,,indoor,-3,False
10247,12/28/2010,2010,16,False,PHI,14,24,MIN,,,44.5,Lincoln Financial Field,False,37.0,1.0,46.0,,-10,False
10248,1/2/2011,2010,17,False,ATL,31,10,CAR,,,41.5,Georgia Dome,False,72.0,0.0,,indoor,21,False
10249,1/2/2011,2010,17,False,BAL,13,7,CIN,,,43,M&T Bank Stadium,False,51.0,7.0,73.0,,6,False
10250,1/2/2011,2010,17,False,CLE,9,41,PIT,,,38,FirstEnergy Stadium,False,25.0,1.0,51.0,,-32,False
10251,1/2/2011,2010,17,False,DEN,28,33,SD,,,47.5,Sports Authority Field at Mile High,False,45.0,4.0,22.0,,-5,False
10252,1/2/2011,2010,17,False,DET,20,13,MIN,,,43.5,Ford Field,False,72.0,0.0,,indoor,7,False
10253,1/2/2011,2010,17,False,GB,10,3,CHI,,,43.5,Lambeau Field,False,19.0,1.0,49.0,,7,False
10254,1/2/2011,2010,17,False,HOU,34,17,JAX,,,48,Reliant Stadium,False,60.0,1.0,,retractable (open roof),17,False
10255,1/2/2011,2010,17,False,IND,23,20,TEN,,,48,Lucas Oil Stadium,False,72.0,0.0,,indoor,3,False
10256,1/2/2011,2010,17,False,KC,10,31,OAK,,,43.5,Arrowhead Stadium,False,30.0,1.0,40.0,,-21,False
10257,1/2/2011,2010,17,False,NE,38,7,MIA,,,44,Gillette Stadium,False,47.0,5.0,91.0,fog,31,False
10258,1/2/2011,2010,17,False,NO,13,23,TB,,,47,Louisiana Superdome,False,72.0,0.0,,indoor,-10,False
10259,1/2/2011,2010,17,False,NYJ,38,7,BUF,,,38,MetLife Stadium,False,48.0,5.0,78.0,fog,31,False
10260,1/2/2011,2010,17,False,PHI,13,14,DAL,,,43.5,Lincoln Financial Field,False,48.0,1.0,66.0,rain,-1,False
10261,1/2/2011,2010,17,False,SF,38,7,ARI,,,39,Candlestick Park,False,50.0,3.0,85.0,,31,False
10262,1/2/2011,2010,17,False,SEA,16,6,STL,,,41.5,CenturyLink Field,False,34.0,4.0,,,10,False
10263,1/2/2011,2010,17,False,Washington Redskins,14,17,NYG,,,44.5,FedEx Field,False,44.0,7.0,79.0,rain,-3,False
10264,1/8/2011,2010,Wildcard,True,IND,16,17,NYJ,,,44.5,Lucas Oil Stadium,False,72.0,0.0,,indoor,-1,False
10265,1/8/2011,2010,Wildcard,True,SEA,41,36,NO,,,46,CenturyLink Field,False,,,,,5,False
10266,1/9/2011,2010,Wildcard,True,KC,7,30,BAL,,,41,Arrowhead Stadium,False,,,,,-23,False
10267,1/9/2011,2010,Wildcard,True,PHI,16,21,GB,,,47,Lincoln Financial Field,False,,,,,-5,False
10268,1/15/2011,2010,Division,True,ATL,21,48,GB,,,43.5,Georgia Dome,False,72.0,0.0,,indoor,-27,False
10269,1/15/2011,2010,Division,True,PIT,31,24,BAL,,,37,Heinz Field,False,,,,,7,False
10270,1/16/2011,2010,Division,True,CHI,35,24,SEA,,,43,Soldier Field,False,,,,,11,False
10271,1/16/2011,2010,Division,True,NE,21,28,NYJ,,,45,Gillette Stadium,False,,,,,-7,False
10272,1/23/2011,2010,Conference,True,CHI,14,21,GB,,,42.5,Soldier Field,False,,,,,-7,False
10273,1/23/2011,2010,Conference,True,PIT,24,19,NYJ,,,38,Heinz Field,False,,,,,5,False
10274,2/6/2011,2010,Superbowl,True,GB,31,25,PIT,,,45,Cowboys Stadium,True,72.0,0.0,,indoor,6,False
10275,9/8/2011,2011,1,False,GB,42,34,NO,,,48,Lambeau Field,False,68.0,5.0,67.0,,8,False
10276,9/11/2011,2011,1,False,ARI,28,21,CAR,,,37.5,University of Phoenix Stadium,False,72.0,0.0,,indoor,7,False
10277,9/11/2011,2011,1,False,BAL,35,7,PIT,,,37,M&T Bank Stadium,False,75.0,2.0,71.0,rain,28,False
10278,9/11/2011,2011,1,False,CHI,30,12,ATL,,,41,Soldier Field,False,78.0,7.0,57.0,,18,False
10279,9/11/2011,2011,1,False,CLE,17,27,CIN,,,36.5,FirstEnergy Stadium,False,72.0,9.0,,,-10,False
10280,9/11/2011,2011,1,False,HOU,34,7,IND,,,44,Reliant Stadium,False,92.0,4.0,,retractable (open roof),27,False
