schedule_date,Season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,Team,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
12/12/2010,2010,14,False,NO,31,13,STL,NO,-9.0,47,Louisiana Superdome,False,72.0,0.0,,indoor
12/12/2010,2010,14,False,NYJ,6,10,MIA,NYJ,-5.5,38,MetLife Stadium,False,54.0,8.0,83.0,
12/12/2010,2010,14,False,PIT,23,7,CIN,PIT,-8.0,39.5,Heinz Field,False,41.0,8.0,89.0,rain
12/12/2010,2010,14,False,SD,31,0,KC,LAC,-10.0,45.5,Qualcomm Stadium,False,86.0,5.0,22.0,
12/12/2010,2010,14,False,SF,40,21,SEA,SF,-5.0,43,Candlestick Park,False,55.0,3.0,90.0,fog
12/12/2010,2010,14,False,Washington Redskins,16,17,TB,TB,-1.5,41.5,FedEx Field,False,43.0,5.0,96.0,
12/13/2010,2010,14,False,HOU,28,34,BAL,BAL,-3.0,47,Reliant Stadium,False,72.0,0.0,,indoor
12/13/2010,2010,14,False,MIN,3,21,NYG,NYG,-5.5,44,Ford Field,True,72.0,0.0,,indoor
12/16/2010,2010,15,False,SD,34,7,SF,LAC,-10.5,45,Qualcomm Stadium,False,59.0,7.0,69.0,
12/19/2010,2010,15,False,BAL,30,24,NO,BAL,-2.5,44.5,M&T Bank Stadium,False,34.0,1.0,40.0,
12/19/2010,2010,15,False,CAR,19,12,ARI,CAR,-2.5,37.5,Bank of America Stadium,False,42.0,6.0,57.0,
12/19/2010,2010,15,False,CIN,19,17,CLE,PICK,0.0,41,Paul Brown Stadium,False,28.0,8.0,59.0,
12/19/2010,2010,15,False,DAL,33,30,Washington Redskins,DAL,-9.5,44.5,Cowboys Stadium,False,51.0,0.0,,
12/19/2010,2010,15,False,IND,34,24,JAX,IND,-4.5,48,Lucas Oil Stadium,False,72.0,0.0,,indoor
12/19/2010,2010,15,False,MIA,14,17,BUF,MIA,-5.5,40,Sun Life Stadium,False,67.0,1.0,74.0,
12/19/2010,2010,15,False,NE,31,27,GB,NE,-14.5,43.5,Gillette Stadium,False,32.0,8.0,,
12/19/2010,2010,15,False,NYG,31,38,PHI,NYG,-3.0,47,MetLife Stadium,False,33.0,6.0,58.0,
12/19/2010,2010,15,False,OAK,39,23,DEN,LVR,-8.0,42,Oakland Coliseum,False,55.0,0.0,,rain
12/19/2010,2010,15,False,PIT,17,22,NYJ,PIT,-4.0,35.5,Heinz Field,False,25.0,9.0,62.0,
12/19/2010,2010,15,False,SEA,18,34,ATL,ATL,-6.0,46.5,CenturyLink Field,False,45.0,2.0,,
12/19/2010,2010,15,False,STL,13,27,KC,LAR,-3.0,42.5,Edward Jones Dome,False,72.0,0.0,,indoor
12/19/2010,2010,15,False,TB,20,23,DET,TB,-4.0,43,Raymond James Stadium,False,54.0,1.0,96.0,
12/19/2010,2010,15,False,TEN,31,17,HOU,TEN,-1.0,47,Nissan Stadium,False,36.0,4.0,56.0,
12/20/2010,2010,15,False,MIN,14,40,CHI,CHI,-7.0,33,TCF Bank Stadium,False,23.0,1.0,,snow | fog
12/23/2010,2010,16,False,PIT,27,3,CAR,PIT,-14.5,38,Heinz Field,False,27.0,1.0,70.0,
12/25/2010,2010,16,False,ARI,27,26,DAL,DAL,-7.5,45,University of Phoenix Stadium,False,72.0,0.0,,indoor
12/26/2010,2010,16,False,BUF,3,34,NE,NE,-9.0,45.5,Ralph Wilson Stadium,False,22.0,1.0,69.0,snow
12/26/2010,2010,16,False,CHI,38,34,NYJ,CHI,-3.0,36,Soldier Field,False,33.0,9.0,85.0,
12/26/2010,2010,16,False,CIN,34,20,SD,LAC,-8.0,43.5,Paul Brown Stadium,False,30.0,1.0,62.0,
12/26/2010,2010,16,False,CLE,10,20,BAL,BAL,-4.0,40,FirstEnergy Stadium,False,26.0,1.0,73.0,
12/26/2010,2010,16,False,DEN,24,23,HOU,HOU,-2.5,49.5,Sports Authority Field at Mile High,False,50.0,7.0,18.0,
12/26/2010,2010,16,False,GB,45,17,NYG,GB,-3.0,43,Lambeau Field,False,26.0,5.0,74.0,
12/26/2010,2010,16,False,JAX,17,20,Washington Redskins,JAX,-6.5,45,EverBank Field,False,38.0,0.0,64.0,
12/26/2010,2010,16,False,KC,34,14,TEN,KC,-4.0,42.5,Arrowhead Stadium,False,19.0,7.0,77.0,
12/26/2010,2010,16,False,MIA,27,34,DET,MIA,-3.5,41,Sun Life Stadium,False,69.0,2.0,47.0,
12/26/2010,2010,16,False,OAK,26,31,IND,IND,-2.5,47.5,Oakland Coliseum,False,58.0,5.0,65.0,
12/26/2010,2010,16,False,STL,25,17,SF,LAR,-2.5,40,Edward Jones Dome,False,72.0,0.0,,indoor
12/26/2010,2010,16,False,TB,38,15,SEA,TB,-6.0,43.5,Raymond James Stadium,False,51.0,1.0,56.0,
12/27/2010,2010,16,False,ATL,14,17,NO,ATL,-2.5,49.5,Georgia Dome,False,72.0,0.0,,indoor
12/28/2010,2010,16,False,PHI,14,24,MIN,PHI,-14.5,44.5,Lincoln Financial Field,False,37.0,1.0,46.0,
1/2/2011,2010,17,False,ATL,31,10,CAR,ATL,-14.5,41.5,Georgia Dome,False,72.0,0.0,,indoor
1/2/2011,2010,17,False,BAL,13,7,CIN,BAL,-9.5,43,M&T Bank Stadium,False,51.0,7.0,73.0,
1/2/2011,2010,17,False,CLE,9,41,PIT,PIT,-6.5,38,FirstEnergy Stadium,False,25.0,1.0,51.0,
1/2/2011,2010,17,False,DEN,28,33,SD,LAC,-3.5,47.5,Sports Authority Field at Mile High,False,45.0,4.0,22.0,
1/2/2011,2010,17,False,DET,20,13,MIN,DET,-3.5,43.5,Ford Field,False,72.0,0.0,,indoor
1/2/2011,2010,17,False,GB,10,3,CHI,GB,-10.5,43.5,Lambeau Field,False,19.0,1.0,49.0,
1/2/2011,2010,17,False,HOU,34,17,JAX,HOU,-4.0,48,Reliant Stadium,False,60.0,1.0,,retractable (open roof)
1/2/2011,2010,17,False,IND,23,20,TEN,IND,-9.5,48,Lucas Oil Stadium,False,72.0,0.0,,indoor
1/2/2011,2010,17,False,KC,10,31,OAK,KC,-4.5,43.5,Arrowhead Stadium,False,30.0,1.0,40.0,
1/2/2011,2010,17,False,NE,38,7,MIA,NE,-6.0,44,Gillette Stadium,False,47.0,5.0,91.0,fog
1/2/2011,2010,17,False,NO,13,23,TB,NO,-7.0,47,Louisiana Superdome,False,72.0,0.0,,indoor
1/2/2011,2010,17,False,NYJ,38,7,BUF,NYJ,-1.5,38,MetLife Stadium,False,48.0,5.0,78.0,fog
1/2/2011,2010,17,False,PHI,13,14,DAL,PICK,0.0,43.5,Lincoln Financial Field,False,48.0,1.0,66.0,rain
1/2/2011,2010,17,False,SF,38,7,ARI,SF,-6.0,39,Candlestick Park,False,50.0,3.0,85.0,
1/2/2011,2010,17,False,SEA,16,6,STL,LAR,-3.0,41.5,CenturyLink Field,False,34.0,4.0,,
1/2/2011,2010,17,False,Washington Redskins,14,17,NYG,NYG,-4.0,44.5,FedEx Field,False,44.0,7.0,79.0,rain
1/8/2011,2010,Wildcard,True,IND,16,17,NYJ,IND,-2.0,44.5,Lucas Oil Stadium,False,72.0,0.0,,indoor
1/8/2011,2010,Wildcard,True,SEA,41,36,NO,NO,-10.0,46,CenturyLink Field,False,,,,
1/9/2011,2010,Wildcard,True,KC,7,30,BAL,BAL,-3.0,41,Arrowhead Stadium,False,,,,
1/9/2011,2010,Wildcard,True,PHI,16,21,GB,PHI,-2.5,47,Lincoln Financial Field,False,,,,
1/15/2011,2010,Division,True,ATL,21,48,GB,ATL,-1.5,43.5,Georgia Dome,False,72.0,0.0,,indoor
1/15/2011,2010,Division,True,PIT,31,24,BAL,PIT,-3.0,37,Heinz Field,False,,,,
1/16/2011,2010,Division,True,CHI,35,24,SEA,CHI,-10.0,43,Soldier Field,False,,,,
1/16/2011,2010,Division,True,NE,21,28,NYJ,NE,-9.5,45,Gillette Stadium,False,,,,
1/23/2011,2010,Conference,True,CHI,14,21,GB,GB,-3.5,42.5,Soldier Field,False,,,,
1/23/2011,2010,Conference,True,PIT,24,19,NYJ,PIT,-4.0,38,Heinz Field,False,,,,
2/6/2011,2010,Superbowl,True,GB,31,25,PIT,GB,-3.0,45,Cowboys Stadium,True,72.0,0.0,,indoor
9/8/2011,2011,1,False,GB,42,34,NO,GB,-5.0,48,Lambeau Field,False,68.0,5.0,67.0,
9/11/2011,2011,1,False,ARI,28,21,CAR,ARI,-7.0,37.5,University of Phoenix Stadium,False,72.0,0.0,,indoor
9/11/2011,2011,1,False,BAL,35,7,PIT,BAL,-1.5,37,M&T Bank Stadium,False,75.0,2.0,71.0,rain
9/11/2011,2011,1,False,CHI,30,12,ATL,ATL,-1.5,41,Soldier Field,False,78.0,7.0,57.0,
9/11/2011,2011,1,False,CLE,17,27,CIN,CLE,-7.0,36.5,FirstEnergy Stadium,False,72.0,9.0,,
9/11/2011,2011,1,False,HOU,34,7,IND,HOU,-9.0,44,Reliant Stadium,False,92.0,4.0,,retractable (open roof)
9/11/2011,2011,1,False,JAX,16,14,TEN,TEN,-1.5,38,EverBank Field,False,90.0,5.0,52.0,
9/11/2011,2011,1,False,KC,7,41,BUF,KC,-3.5,40,Arrowhead Stadium,False,80.0,0.0,65.0,
9/11/2011,2011,1,False,NYJ,27,24,DAL,NYJ,-6.0,41,MetLife Stadium,False,71.0,6.0,89.0,
9/11/2011,2011,1,False,SD,24,17,MIN,LAC,-8.5,43,Qualcomm Stadium,False,74.0,7.0,52.0,
9/11/2011,2011,1,False,SF,33,17,SEA,SF,-6.0,38,Candlestick Park,False,71.0,1.0,63.0,
9/11/2011,2011,1,False,STL,13,31,PHI,PHI,-4.0,44.5,Edward Jones Dome,False,72.0,0.0,,indoor
9/11/2011,2011,1,False,TB,20,27,DET,TB,-1.5,43.5,Raymond James Stadium,False,88.0,6.0,55.0,
9/11/2011,2011,1,False,Washington Redskins,28,14,NYG,NYG,-2.0,40,FedEx Field,False,87.0,5.0,38.0,
9/12/2011,2011,1,False,DEN,20,23,OAK,DEN,-3.0,42,Sports Authority Field at Mile High,False,75.0,6.0,29.0,
9/12/2011,2011,1,False,MIA,24,38,NE,NE,-7.5,47,Sun Life Stadium,False,82.0,1.0,73.0,
9/18/2011,2011,2,False,ATL,35,31,PHI,PHI,-2.5,49.5,Georgia Dome,False,72.0,0.0,,indoor
9/18/2011,2011,2,False,BUF,38,35,OAK,BUF,-4.0,41,Ralph Wilson Stadium,False,66.0,5.0,47.0,
9/18/2011,2011,2,False,CAR,23,30,GB,GB,-11.0,45,Bank of America Stadium,False,67.0,1.0,67.0,
9/18/2011,2011,2,False,DEN,24,22,CIN,DEN,-3.0,41,Sports Authority Field at Mile High,False,73.0,6.0,27.0,
9/18/2011,2011,2,False,DET,48,3,KC,DET,-9.0,45,Ford Field,False,72.0,0.0,,indoor
9/18/2011,2011,2,False,IND,19,27,CLE,CLE,-1.5,39,Lucas Oil Stadium,False,72.0,0.0,,indoor
9/18/2011,2011,2,False,MIA,13,23,HOU,HOU,-3.0,47.5,Sun Life Stadium,False,87.0,1.0,59.0,
9/18/2011,2011,2,False,MIN,20,24,TB,MIN,-1.0,41,Mall of America Field,False,72.0,0.0,,indoor
9/18/2011,2011,2,False,NE,35,21,SD,NE,-7.0,53.5,Gillette Stadium,False,63.0,12.0,,
9/18/2011,2011,2,False,NO,30,13,CHI,NO,-5.0,46.5,Louisiana Superdome,False,72.0,0.0,,indoor
9/18/2011,2011,2,False,NYJ,32,3,JAX,NYJ,-9.0,38.5,MetLife Stadium,False,71.0,1.0,71.0,
9/18/2011,2011,2,False,PIT,24,0,SEA,PIT,-14.0,40,Heinz Field,False,63.0,1.0,59.0,
9/18/2011,2011,2,False,SF,24,27,DAL,DAL,-3.0,41.5,Candlestick Park,False,72.0,3.0,60.0,
9/18/2011,2011,2,False,TEN,26,13,BAL,BAL,-6.0,39,Nissan Stadium,False,79.0,1.0,54.0,
9/18/2011,2011,2,False,Washington Redskins,22,21,ARI,WAS,-4.5,45,FedEx Field,False,66.0,7.0,71.0,
9/19/2011,2011,2,False,NYG,28,16,STL,NYG,-7.0,44,MetLife Stadium,False,68.0,6.0,72.0,
9/25/2011,2011,3,False,BUF,34,31,NE,NE,-7.5,54.5,Ralph Wilson Stadium,False,81.0,8.0,60.0,
9/25/2011,2011,3,False,CAR,16,10,JAX,CAR,-3.5,43.5,Bank of America Stadium,False,75.0,4.0,87.0,rain
9/25/2011,2011,3,False,CHI,17,27,GB,GB,-5.0,45.5,Soldier Field,False,63.0,1.0,85.0,
9/25/2011,2011,3,False,CIN,8,13,SF,CIN,-1.0,38.5,Paul Brown Stadium,False,75.0,2.0,61.0,
9/25/2011,2011,3,False,CLE,17,16,MIA,MIA,-2.0,42.5,FirstEnergy Stadium,False,77.0,5.0,72.0,
9/25/2011,2011,3,False,IND,20,23,PIT,PIT,-11.0,39.5,Lucas Oil Stadium,False,72.0,0.0,,indoor
9/25/2011,2011,3,False,MIN,23,26,DET,DET,-3.0,45,Mall of America Field,False,72.0,0.0,,indoor
9/25/2011,2011,3,False,NO,40,33,HOU,NO,-4.0,51,Louisiana Superdome,False,72.0,0.0,,indoor
9/25/2011,2011,3,False,OAK,34,24,NYJ,NYJ,-3.0,41,Oakland Coliseum,False,70.0,7.0,70.0,
9/25/2011,2011,3,False,PHI,16,29,NYG,PHI,-8.0,46.5,Lincoln Financial Field,False,79.0,5.0,79.0,
9/25/2011,2011,3,False,SD,20,17,KC,LAC,-14.5,44.5,Qualcomm Stadium,False,71.0,8.0,68.0,
9/25/2011,2011,3,False,SEA,13,10,ARI,ARI,-3.0,43,CenturyLink Field,False,66.0,20.0,,
9/25/2011,2011,3,False,STL,7,37,BAL,BAL,-6.0,42,Edward Jones Dome,False,72.0,0.0,,indoor
9/25/2011,2011,3,False,TB,16,13,ATL,TB,-1.0,45,Raymond James Stadium,False,89.0,9.0,94.0,
9/25/2011,2011,3,False,TEN,17,14,DEN,TEN,-7.0,44,Nissan Stadium,False,78.0,1.0,51.0,
9/26/2011,2011,3,False,DAL,18,16,Washington Redskins,DAL,-3.5,45,Cowboys Stadium,False,72.0,0.0,,indoor
